soil_moisture,temperature,rainfall,humidity,sunlight,ndvi,needs_water
70.78626412725689,16.980773905953008,57.65827093337027,42.80439826160119,9.889273055550266,0.9133930020208907,0
42.30466737892445,31.213686417939797,56.89902091797363,23.224579447151655,12.949677588065013,0.9423603695861289,0
77.98082319246751,34.539568649690025,16.215602486665937,39.16547728904626,1.4917277050931048,0.8165331451995576,0
64.27628247004594,15.332356576911181,2.93243161345897,79.53650818398467,3.939033215937206,0.5051071266328687,0
13.00507457045021,11.403465069373311,24.30396174456554,54.47836264153138,8.172888980602774,0.5879275024583237,1
87.92789988912425,24.06679600964284,12.570904388716064,28.725822043995308,5.982333439903165,0.5526455810709557,0
69.69687466918,34.768770751757984,31.663078337255524,40.010589806395046,8.650674478559715,0.2745333803519594,0
71.81546594854107,30.824954738372565,78.34768953220834,91.28650237388851,8.036851997665428,0.8335313368202913,0
15.889658777421399,32.46021505326692,14.485709672417677,49.55659904789012,10.455873614794113,0.6906327495416369,1
43.282804721123206,22.89085887978779,25.509915473837516,50.32794038448745,1.8508350416889514,0.6603484929511604,1
36.517832059769404,17.518257448098236,58.00914530556579,27.24556816353706,6.287392839141381,0.3262649346691831,1
83.77502405213116,27.016922985107502,40.73462262895373,39.364344369142785,11.320645476277605,0.2725274390144354,0
59.728535206856485,16.5397021999743,3.514251485870794,80.17489063520371,5.353142864163539,0.8484211816276392,0
74.93473712802054,33.239318303522104,12.935201452905734,77.89591795226106,7.045465663242945,0.2935311588977718,1
42.69020690032315,16.302926590703265,74.81996438185567,49.839903915443855,1.2589435155235993,0.20897477428580238,0
24.315291351706037,19.320424534858926,8.253199419122277,86.49218097256995,3.6900867410115823,0.6504841609037515,1
52.139706896345956,26.209432906336172,50.80742297677646,45.42071336502579,6.563861458988159,0.7134746058476192,0
10.424466768854902,25.57471789259184,63.38605190727292,84.14636638575472,5.787617515172124,0.2456979282490736,1
75.34864961936948,29.22718004502494,21.235125017993912,17.525244046776216,9.575858522921715,0.3154875242551878,1
58.69147392537551,23.998227215997343,58.00624025109521,42.77842321837686,8.342559779098533,0.7810110360492314,0
69.43745790725677,39.42314587232292,13.59161432241442,83.40547824158682,11.563390265973984,0.8936681597876164,0
35.13470729103881,36.87789101431002,22.780021986703225,87.10476491794626,11.257248420368814,0.5311909736318561,1
87.50933207356678,38.13163043957243,24.945762470736597,75.5139232976306,3.8946380891957144,0.7836039782819202,0
80.9152953123868,30.14453028491,79.71479924513788,68.58926535165605,1.2116647484064518,0.4055200943032641,0
71.16259725126976,30.320253307545805,17.16578361743658,80.24039275698394,11.253649236445149,0.712587152587209,0
21.544290167417245,29.494357878910357,10.336597170686801,71.60465505777034,4.949450369260395,0.595776367537175,1
44.671285316797906,23.9162929414866,74.05531499851283,35.337676357214264,5.1653165108872,0.824568730862794,0
8.723320091914445,20.307392034152404,12.95445550562822,52.29895205558912,2.9007375783816896,0.7707208766809882,1
18.114606825741568,28.94409239836385,70.34239357035243,67.85639983089277,9.316087193766792,0.3773087054286029,1
63.059161025608645,10.81701878843041,52.0365302117352,62.02422056946435,4.361307020329537,0.2695641767593102,0
68.30478325216446,10.238605805561697,46.1489198456415,85.80780856984484,3.120917212746924,0.7961254180595092,0
87.23832725690785,37.25253844149596,60.10709692372615,52.90757123102627,7.040688892738938,0.17623405679617088,0
32.69515544174291,11.48556943288391,58.07991657184401,29.238990241856506,10.00499087105731,0.6932310499253991,0
36.48907501296385,26.793444810669378,8.842095153465097,32.16656299303053,4.235183170299619,0.5307313953097098,1
44.912243958443675,29.679608414388643,79.95728883253513,82.68452470874325,9.664468011866209,0.21023944450145773,1
21.105065522164285,16.34147934791794,75.35117811589829,15.697676337848963,6.543701316052856,0.7008489777386367,0
16.04332795351509,38.663386824484746,71.72735702895329,84.5304289597467,5.845272678869222,0.5362992694389522,1
45.43491872920437,16.083064695948,49.783130715392545,19.44704684831878,5.31425041763403,0.8380810641954769,1
24.28729466932515,38.30447959573359,41.82330650658513,46.332677447152435,2.7469715838335182,0.3169055432885634,1
61.93418954801338,34.41568861865713,42.90228671053346,79.01409819565032,4.99160520219073,0.1518396574678677,1
42.157913104148115,17.703774512774206,1.1949555382585952,47.60923014579192,11.551018367529784,0.2543894542895191,1
75.77764666491618,14.823813320834994,39.957560155635434,80.7878549643242,2.226003093664704,0.3656880262575084,0
64.52253367019117,20.119446725959524,49.90156541279359,23.02390676206265,12.499600181221632,0.671795494732316,0
31.55116451747349,22.73441812064879,52.696496701995876,55.923378114814916,2.289958329853815,0.44011458201263653,1
75.74208311859209,17.86510964796555,26.571157204105038,61.59792143992074,5.344379707592246,0.24459753064423545,0
73.40497038722816,41.96452956014154,37.702588023483955,86.26948777897928,8.27567408560653,0.9352587705357318,0
37.935662217564825,17.348874759666593,50.90484853300595,22.48971250713547,11.054096843297783,0.236581956169198,0
29.507888834070748,36.58031446345142,34.264440822014535,42.088054822639805,2.7229938168880476,0.4340962744266589,1
63.012117837872914,15.091767906895129,76.970815918682,67.74784759174707,2.6932266887011824,0.8512834051933804,0
16.878961106791333,41.367828008830315,56.43536878816002,93.39440654880622,8.540537495940708,0.6720922988681178,1
21.99219721038421,17.216750665058715,0.10189970007123961,82.86194591662854,4.512959588857335,0.405838329473722,1
5.625792928835469,23.49403375307495,1.8623585185802405,82.71960493567116,8.734025164215886,0.9262774237149665,1
71.88857208768177,27.874050136573008,55.22401627746995,56.37460235398305,10.846998435154369,0.5508788434461867,0
61.51232281032273,13.849142884994986,33.01160780364022,60.14392976691986,1.9224461318505406,0.15648791669561923,0
64.93905718323848,36.13824215933124,67.1576759369813,83.68640752645217,11.13392947693339,0.15493066892106952,0
71.36196763686728,18.789937045786555,13.841232758900963,84.57004690054076,1.4510242762532966,0.9028074636693919,0
44.007840920758895,27.57663685125324,1.1061531241833489,79.18196523776894,11.785914223465756,0.3749445043806301,1
53.34300165599597,27.5882819421839,31.046588009096983,80.48570201476605,12.70741769920038,0.7996519728288545,0
16.882744840850883,29.28450087442512,58.88512834459591,85.37038872007057,9.00946242952939,0.18484801750765384,1
14.735056250557742,11.77555156877807,77.73821867020548,24.102554487354382,12.811063659330086,0.2675336874250048,1
61.81425175219009,15.395800378610172,70.69231034808443,38.41115015239767,10.863902105543247,0.8354236078718985,0
45.04317752216627,15.158151773547655,38.72596895497111,93.0890827162886,1.5323860016057549,0.9452730534724256,0
53.04506905090105,19.66564030130726,65.02538265570932,58.582092797119614,1.0457313304296023,0.19153834519221602,0
70.02490288036218,14.637253019466876,5.626436629409124,29.117108803335363,1.249581873067187,0.28410957869514963,1
58.951057200050215,39.501482264777266,45.78178780679067,55.244450655962176,6.422883519032569,0.7283295126415155,0
52.054249055929645,26.414542416361623,73.94387304115762,66.6627340242873,8.480591333411972,0.5736023650267987,0
52.53260866336015,29.9544047264859,31.710811799259197,81.25775871501259,6.777661872406348,0.47477283689163297,1
30.835758335322037,21.439621612739867,76.80805037304924,79.97413808187743,9.125563909774746,0.3055740303617197,1
7.61951593827485,18.83987651308517,17.654807738328422,18.939319466593332,6.395231609354543,0.9063482868968875,1
42.1209780847508,26.101669447430815,8.450704762671482,51.281998957792666,1.5107656373246638,0.28781484197341467,1
23.23969718965998,19.418335194714675,41.98098688653609,16.645524494960647,3.7140004582122477,0.3621996526441994,1
39.72493471659407,20.996669623352457,72.57974975849794,86.05248989330006,12.911490839256523,0.4094384993677894,0
77.53926122779411,24.48802797666743,24.902337499579534,28.91248604148999,5.150366052383979,0.2608665571351834,1
24.884856298553963,26.183477989899377,64.0128255519162,64.98997561341108,4.897188852936752,0.5789864449873481,0
